accuracy,precision_macro,recall_macro_sensitivity,f1_macro,specificity_macro,fpr_macro,iou_macro,ppv_macro
0.5193711967545639,0.6003448471039775,0.5250657410091417,0.5505341221078129,0.9857327281934716,0.01426727180652854,0.4206270764432185,0.6003448471039775
0.5159229208924949,0.601055150786192,0.5266876447694043,0.5478370647297037,0.9855615872028143,0.014438412797185884,0.4189918359459419,0.601055150786192
0.5140973630831643,0.6081921644997992,0.5108706181300156,0.5395157967463518,0.9855958293834878,0.014404170616512358,0.4058506889500594,0.6081921644997992
0.5158215010141988,0.5703470061483917,0.5009705532974126,0.5201896823999801,0.98560230126433,0.014397698735669939,0.39014488853459184,0.5703470061483917
0.5145030425963489,0.6091588798974714,0.508720226996691,0.5351241373900215,0.9855214522534357,0.014478547746564268,0.39598676562950863,0.6091588798974714
0.5164300202839757,0.5756143926041172,0.5225218599529694,0.5390703192608177,0.9856800487930458,0.014319951206954043,0.4159136742888882,0.5756143926041172
0.50973630831643,0.610334460880275,0.5064045754390698,0.5363860596033178,0.9854374326373488,0.01456256736265119,0.40414275919190323,0.610334460880275
0.5215010141987829,0.6116020451084072,0.5056924457015141,0.5377126337392166,0.9858329917972553,0.014167008202744677,0.3862658409179501,0.6116020451084072
0.5172413793103449,0.6159298281495951,0.5007446418034399,0.5336408994051649,0.9857203859869511,0.014279614013049011,0.39446151896420095,0.6159298281495951
0.5145030425963489,0.5806726108669599,0.5201014565989002,0.5380404091398008,0.9855421529901985,0.014457847009801511,0.40844472837538,0.5806726108669599
0.5111561866125761,0.570778121588764,0.4925741807151282,0.5150484549781796,0.9854680327369338,0.01453196726306617,0.38475916298249213,0.570778121588764
0.5105476673427992,0.5536956876115076,0.49044675623026485,0.5061177100169825,0.9855781465106009,0.014421853489399056,0.38069675890684757,0.5536956876115076
0.5235294117647059,0.6064670012899789,0.5141290095168116,0.5445817169847734,0.9858444044835665,0.01415559551643367,0.4112424983675519,0.6064670012899789
0.5296146044624747,0.5995858432193539,0.520302143175604,0.548950419552425,0.9860330953672195,0.013966904632780497,0.41435971430959706,0.5995858432193539
0.5200811359026369,0.5684694524762668,0.5137235358088246,0.5317822203877862,0.9857321453555221,0.014267854644477973,0.4062871145969623,0.5684694524762668
